법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고,_격리사유
천지회계법인,,2018.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,4,서울시 서초구 명달로 65 일흥빌딩 8층,X,,,,딜자문은 사업보고서상 '경영자문' 기준,매출액이 0 이하(0.0)
